id,age,income,score,category,region,active,signup_date
47340,54,43312,0.2677,D,east,true,2023-03-10
47341,55,64003,0.3924,E,south,false,2023-06-05
47342,36,46435,0.5414,E,south,true,2023-06-20
47343,24,60854,0.4227,D,east,true,2023-01-05
47344,42,83584,0.5047,E,east,true,2023-06-06
47345,33,70180,0.6221,B,south,true,2023-01-17
47346,34,45272,0.5191,D,east,false,2023-06-07
47347,32,48489,0.5221,A,west,true,2023-01-03
47348,35,38259,0.4443,D,south,true,2023-03-06
47349,55,50357,0.3972,D,west,true,2023-08-23
47350,23,41248,0.4416,E,north,true,2023-10-01
47351,20,80116,0.1698,B,west,false,2023-06-27
47352,42,,0.5265,E,south,false,2023-05-18
47353,36,47790,0.5307,D,east,false,2023-04-03
47354,36,11287,0.4279,B,north,false,2023-12-14
47355,38,55730,0.4176,E,east,false,2023-05-27
47356,30,39431,0.6355,C,west,true,2023-07-19
47357,31,87051,0.6130,E,south,false,2023-09-13
47358,49,54518,0.5062,C,north,false,2023-09-24
47359,42,61059,0.5479,D,east,true,2023-10-02
47360,57,62706,0.4334,B,east,true,2023-05-23
47361,48,38495,0.5040,D,north,true,2023-07-13
47362,41,60381,0.4844,D,east,true,2023-02-12
47363,34,60189,0.3633,D,east,true,2023-08-22
47364,45,61398,1.0749,B,north,true,2023-08-12
47365,33,55452,0.4689,E,south,false,2023-06-21
47366,41,52726,0.1961,D,west,true,2023-06-02
47367,31,86733,0.5404,E,west,true,2023-11-04
47368,35,47501,0.4861,A,south,false,2023-02-15
47369,27,45530,0.5050,D,east,true,2023-03-20
47370,36,44537,0.1444,A,south,false,2023-09-04
47371,50,81340,0.3823,A,south,false,2023-07-10
47372,41,54404,0.5567,E,north,false,2023-04-02
47373,40,104075,0.4068,C,south,false,2023-05-26
47374,49,55136,0.2796,D,east,false,2023-12-18
47375,44,85568,0.4353,E,south,true,2023-10-05
47376,54,64604,0.4987,E,south,true,2023-12-10
47377,41,63757,0.4720,B,north,true,2023-03-20
47378,54,74371,0.4521,C,west,false,2023-03-21
47379,49,30745,0.4583,D,south,true,2023-05-25
47380,25,65855,0.4548,C,south,false,2023-08-07
47381,54,34758,0.4060,B,west,true,2023-10-05
47382,45,40949,0.5806,E,north,false,2023-04-18
47383,44,78043,0.4527,D,east,true,2023-04-05
47384,39,88145,0.5092,A,west,true,2023-03-09
47385,40,42874,0.2942,E,north,false,2023-12-12
47386,33,98280,0.6220,B,north,true,2023-04-22
47387,49,59307,0.2562,A,north,true,2023-03-23
47388,56,40849,0.3061,B,south,true,2023-01-10
47389,49,61360,0.8233,A,west,true,2023-02-06
47390,43,81288,0.3989,B,south,true,2023-07-08
47391,44,51610,0.2920,B,north,true,2023-03-06
47392,36,54462,0.6665,A,west,false,2023-04-10
47393,39,47787,0.4349,E,north,false,2023-02-20
47394,43,62905,0.3551,D,south,true,2023-08-18
47395,32,75324,0.6165,A,south,true,2023-04-16
47396,26,43143,0.4753,E,west,false,2023-11-17
47397,42,74959,0.4380,A,north,true,2023-08-26
47398,46,64332,0.6241,B,south,true,2023-03-28
47399,24,79319,0.5226,D,south,false,2023-05-03
47400,37,68737,0.4871,C,south,true,2023-07-08
47401,45,58115,0.3905,C,west,false,2023-12-27
47402,41,94642,0.7814,C,north,false,2023-10-13
47403,23,79069,0.4345,A,north,false,2023-11-27
47404,45,,0.5663,B,east,true,2023-09-19
47405,54,60236,0.4545,C,north,true,2023-11-20
47406,44,45391,0.3407,D,north,true,2023-08-12
47407,32,53981,0.2357,D,south,true,2023-08-10
47408,40,90627,0.4622,B,north,true,2023-10-09
47409,57,68546,0.8930,C,north,true,2023-03-25
47410,46,75574,0.7563,D,north,false,2023-03-10
47411,49,30573,0.2747,D,south,false,2023-06-06
47412,59,,0.5205,E,west,false,2023-02-17
47413,36,56286,0.5325,A,south,false,2023-02-18
47414,41,93874,0.5472,D,north,true,2023-03-15
47415,44,34407,0.1745,C,south,true,2023-04-12
47416,44,50078,0.4725,B,north,false,2023-04-22
47417,49,38791,0.1910,A,east,true,2023-05-02
47418,48,43159,0.1630,C,south,true,2023-10-21
47419,33,69531,0.5843,B,north,true,2023-05-23
47420,28,64598,0.4530,E,south,false,2023-03-14
47421,36,78144,0.5420,A,north,false,2023-09-01
47422,28,81952,0.4577,B,south,false,2023-08-24
47423,26,67664,0.6058,C,east,true,2023-01-28
47424,45,102572,0.5502,B,west,true,2023-05-06
47425,39,548565,0.4228,B,east,false,2023-06-22
47426,62,84426,0.6507,C,south,false,2023-02-14
47427,45,5099,0.2264,B,west,false,2023-02-05
47428,60,71642,0.3872,C,north,false,2023-11-14
47429,57,48143,0.6630,E,west,false,2023-01-08
47430,47,77147,0.6910,E,west,true,2023-02-13
47431,36,82536,0.5135,C,north,true,2023-01-23
47432,51,63137,0.4036,A,north,true,2023-11-11
47433,48,75348,0.3524,E,south,false,2023-07-14
47434,35,67048,0.3278,A,east,true,2023-07-23
47435,35,88409,0.2677,C,east,true,2023-04-12
47436,67,61121,0.7862,A,east,false,2023-06-19
47437,27,65006,0.2711,D,west,true,2023-02-23
47438,50,54833,0.1638,B,east,false,2023-12-14
47439,53,49363,0.7988,E,east,false,2023-04-05
47440,39,71900,0.5612,B,east,true,2023-07-16
47441,34,66393,0.5454,B,north,false,2023-01-01
47442,39,71020,0.5007,D,west,true,2023-12-07
47443,31,77358,0.6524,A,east,false,2023-06-17
47444,57,46107,0.4913,E,north,true,2023-05-18
47445,18,73001,0.5361,B,north,false,2023-10-08
47446,31,76260,0.6316,E,east,false,2023-07-14
47447,31,95413,0.5097,C,west,true,2023-02-14
47448,60,47600,0.4006,E,north,false,2023-12-07
47449,26,75492,0.5376,A,west,false,2023-05-16
47450,39,65780,0.4322,A,north,false,2023-04-01
47451,47,61348,0.4826,B,north,false,2023-07-13
47452,42,47287,0.7293,D,north,false,2023-09-01
47453,48,36374,0.5091,B,west,false,2023-09-17
47454,52,46341,0.5042,A,east,false,2023-06-19
47455,49,80705,0.5178,B,east,false,2023-01-11
47456,25,68041,0.6850,E,south,false,2023-08-26
47457,25,8104,0.6266,D,west,true,2023-12-19
47458,60,49253,0.6775,B,west,false,2023-12-14
47459,30,67510,0.6190,E,east,false,2023-02-17
47460,54,73635,0.8170,E,west,true,2023-05-09
47461,30,54586,0.3240,E,east,true,2023-01-08
47462,44,51769,0.5091,D,south,false,2023-07-01
47463,60,95676,0.5783,E,west,false,2023-12-27
47464,27,59728,0.4915,C,east,false,2023-09-20
47465,31,22529,0.5636,C,east,true,2023-01-17
47466,39,47846,0.7255,B,west,false,2023-03-02
47467,58,36639,0.6358,B,west,true,2023-01-18
47468,22,44452,0.5576,E,east,false,2023-03-13
47469,39,60203,0.3062,D,east,false,2023-12-17
47470,37,54432,0.5471,A,east,true,2023-12-20
47471,29,73538,0.6427,D,north,true,2023-07-26
47472,57,48387,0.6637,D,south,false,2023-02-02
47473,49,70176,0.3321,E,south,false,2023-02-10
47474,21,79348,0.5186,B,north,false,2023-10-20
47475,43,83401,0.2650,D,west,true,2023-09-15
47476,47,67132,0.4696,B,north,true,2023-07-15
47477,26,76157,0.6683,D,west,true,2023-12-18
47478,39,,0.5424,C,east,true,2023-10-12
47479,36,31397,0.5460,B,south,false,2023-01-27
47480,45,52049,0.1272,D,east,false,2023-12-07
47481,30,67867,0.7651,D,west,false,2023-06-07
47482,44,,0.2932,C,north,true,2023-12-15
47483,56,76450,0.6783,D,east,true,2023-05-22
47484,42,41838,0.6355,B,west,true,2023-09-26
47485,44,,0.3261,D,south,false,2023-07-15
47486,36,56145,0.5125,A,east,true,2023-05-25
47487,36,71431,0.3171,D,south,true,2023-12-23
47488,45,41054,0.5567,B,east,true,2023-12-19
47489,52,53429,0.4295,E,south,true,2023-03-15
47490,46,72596,0.3516,D,north,false,2023-05-22
47491,32,52223,0.2344,C,west,true,2023-12-14
47492,22,59513,0.5221,C,west,false,2023-03-11
47493,42,46078,0.4641,C,west,true,2023-04-22
47494,61,43490,0.5089,D,west,true,2023-06-26
47495,63,42067,0.3618,B,east,false,2023-08-13
47496,27,93354,0.5436,D,south,true,2023-08-26
47497,42,48512,0.6533,D,north,true,2023-09-25
47498,58,69746,0.5037,D,south,true,2023-04-15
47499,27,38436,0.2876,B,west,true,2023-08-08
47500,19,39229,0.6843,A,east,false,2023-05-13
47501,54,63411,0.5372,E,west,false,2023-06-24
47502,32,47030,0.7286,C,south,true,2023-06-04
47503,18,47942,0.5354,C,east,true,2023-04-23
47504,37,58230,0.5345,C,east,false,2023-10-08
47505,36,45944,0.4963,C,south,true,2023-03-04
47506,23,63438,0.5181,B,south,true,2023-11-21
47507,30,87239,0.3080,E,north,false,2023-08-26
47508,69,58042,0.5398,D,south,false,2023-05-27
47509,59,40611,0.4981,E,east,false,2023-04-15
47510,36,84902,0.7255,C,north,true,2023-01-02
47511,47,96559,0.3775,C,east,true,2023-06-22
47512,27,57785,0.3856,A,south,true,2023-09-03
47513,21,47886,0.4930,B,west,true,2023-11-19
47513,26,58873,0.6219,C,west,false,2023-01-18
47515,41,76618,0.4472,A,north,true,2023-05-27
47516,33,49534,0.5672,A,west,true,2023-04-17
47517,20,55002,0.5457,C,east,false,2023-09-25
47518,52,57032,0.7727,C,south,true,2023-04-06
47519,23,48149,0.3852,C,west,true,2023-07-21
47520,48,69415,0.4581,A,north,false,2023-09-11
47521,36,52387,0.5425,B,west,false,2023-10-23
47522,41,73676,0.4549,C,east,true,2023-07-01
47523,22,,0.5253,C,east,false,2023-01-07
47524,57,46368,0.4744,D,north,true,2023-12-20
47525,40,55308,0.7189,C,south,false,2023-07-23
47526,28,92725,0.3625,E,west,true,2023-06-03
47527,31,84313,0.1907,C,north,false,2023-07-13
47528,33,62750,0.6060,B,east,false,2023-05-27
47529,41,29801,0.5589,C,south,true,2023-11-10
47530,43,62217,0.3850,C,east,true,2023-10-14
47531,36,42360,0.5094,A,south,true,2023-07-08
47532,27,76348,0.2917,C,north,false,2023-01-25
47533,42,81884,0.6342,D,west,true,2023-05-14
47534,41,61935,0.3572,C,west,true,2023-02-13
47535,35,75877,0.7750,A,north,true,2023-05-04
47536,50,61832,0.7589,C,south,false,2023-12-01
47537,39,69919,0.2943,A,west,true,2023-10-24
47538,63,42640,0.5084,C,west,false,2023-07-07
47539,54,56379,0.4483,E,west,true,2023-06-14
47540,60,65801,0.2774,E,north,false,2023-03-17
47541,56,44098,0.3025,C,east,true,2023-05-12
47542,26,97366,0.2854,D,west,false,2023-02-05
47543,56,42062,0.7296,B,south,true,2023-10-25
47544,52,76280,0.5338,C,north,true,2023-09-07
47545,39,56494,0.6420,A,west,false,2023-01-20
47546,47,57418,0.4615,B,north,true,2023-11-26
47547,57,76241,0.3591,C,east,true,2023-07-04
47548,53,47601,0.4096,C,west,false,2023-03-15
47549,36,49524,0.4980,A,north,false,2023-05-20
47550,53,52598,0.5994,B,west,true,2023-09-28
47551,36,35984,0.5716,D,north,true,2023-10-03
47552,28,55434,0.1893,C,south,true,2023-10-14
47553,38,64166,0.4602,E,west,false,2023-03-19
47554,30,68500,0.4727,E,west,true,2023-04-18
47555,38,67139,0.6247,C,east,true,2023-03-13
47556,50,86209,0.4584,A,south,true,2023-04-18
47557,30,77614,0.4207,E,east,false,2023-02-23
47558,36,58158,0.4744,C,north,false,2023-12-18
47559,28,68196,0.3700,A,east,false,2023-12-04
47560,61,62246,0.1898,E,east,false,2023-12-07
47561,33,44449,0.5880,A,south,false,2023-06-16
47562,36,79009,0.6895,D,north,false,2023-12-06
47563,32,51080,0.7396,A,west,false,2023-10-23
47564,43,63094,0.7026,E,north,true,2023-01-25
47565,35,90319,0.4779,E,east,false,2023-02-26
47566,31,87435,0.3812,A,east,true,2023-05-08
47567,52,57709,0.8191,E,west,false,2023-04-21
47568,40,53656,0.6830,B,west,true,2023-03-10
47569,27,53413,0.7146,A,south,false,2023-05-10
47570,49,48858,0.3396,D,west,false,2023-07-26
47571,34,31444,0.4416,E,west,false,2023-01-01
47572,51,61349,0.2141,D,south,true,2023-08-26
47573,33,61298,0.4483,B,east,true,2023-08-25
47574,40,71389,0.7682,B,east,true,2023-02-10
47575,44,74445,0.5148,D,north,true,2023-04-03
47576,48,90483,0.6749,A,south,true,2023-04-20
47577,45,54647,0.5560,B,west,true,2023-02-12
47578,35,51261,0.6139,C,south,false,2023-05-01
47579,32,34837,0.3716,B,west,true,2023-08-14
47580,50,89177,0.3018,B,west,true,2023-05-21
47581,45,78982,0.4678,C,north,false,2023-04-18
47582,22,53132,0.5820,B,south,false,2023-09-06
47583,53,58463,0.4577,E,west,false,2023-09-01
47584,55,46811,0.4266,E,east,true,2023-09-25
47585,32,62789,0.6093,C,south,true,2023-01-22
47586,73,51894,0.8465,B,west,false,2023-12-17
47587,50,84162,0.4133,D,east,false,2023-08-08
47588,48,65378,0.4684,E,north,false,2023-02-14
47589,42,46401,0.6111,B,east,false,2023-07-07
47590,53,41651,0.3270,B,east,false,2023-01-21
47591,37,46542,0.4340,D,east,true,2023-07-07
47592,39,50787,0.5250,B,north,true,2023-11-26
47593,36,47020,0.4471,C,south,false,2023-09-04
47594,34,52939,0.3624,B,south,false,2023-03-05
47595,29,28242,0.4006,B,south,true,2023-08-13
47596,58,70798,0.6348,B,south,true,2023-08-27
47597,44,74592,0.6162,E,east,false,2023-01-06
47598,41,40006,0.5860,A,south,false,2023-04-09
47599,18,54713,0.5128,E,north,false,2023-01-13
47600,43,74800,0.1257,B,north,false,2023-09-24
47601,36,41834,0.3555,E,north,true,2023-01-06
47602,50,48351,0.4033,D,south,true,2023-06-11
47603,36,40937,0.6283,B,south,true,2023-10-07
47604,28,68803,0.3695,E,south,false,2023-01-11
47605,39,62362,0.3348,C,south,true,2023-03-14
47606,35,55712,0.6615,D,west,true,2023-12-01
47607,33,67843,0.6055,B,west,false,2023-10-17
47608,38,98999,0.6766,E,east,false,2023-11-16
47609,26,40732,0.6678,B,north,false,2023-12-25
47610,45,99144,0.6906,C,south,true,2023-03-20
47611,47,88747,0.4997,A,north,false,2023-06-04
47612,18,63399,0.5284,B,east,false,2023-07-06
47613,35,64264,0.5541,B,west,true,2023-06-25
47614,30,88282,0.7135,E,south,true,2023-11-25
47615,24,53549,0.4124,B,west,true,2023-03-03
47616,33,48011,0.8237,A,north,false,2023-06-10
47617,34,77699,0.3958,B,east,false,2023-07-08
47618,28,,0.2312,B,north,false,2023-07-24
47619,60,65198,0.3938,A,south,true,2023-08-15
47620,29,31858,0.5539,E,south,true,2023-06-08
47621,46,46067,0.5642,B,south,true,2023-01-12
47622,42,36796,0.6041,C,east,false,2023-11-15
47623,25,66776,0.4349,D,east,true,2023-05-08
47624,47,56512,0.7078,C,west,false,2023-03-23
47625,44,,0.2512,B,south,false,2023-10-22
47626,31,91971,0.4110,C,south,true,2023-07-02
47627,32,51744,0.5065,E,north,false,2023-02-23
47628,47,56138,0.2945,D,west,false,2023-04-17
47629,47,80372,0.6918,E,east,true,2023-01-16
47630,33,50551,0.4419,E,west,true,2023-04-18
47631,45,57468,0.5192,A,south,true,2023-04-15
47632,18,46894,0.5070,B,south,false,2023-02-10
47633,65,96465,0.5795,D,south,false,2023-07-06
47634,36,71096,0.5824,B,north,true,2023-10-03
47635,29,22677,0.3842,D,east,true,2023-10-16
47636,26,85922,0.5149,A,east,false,2023-06-04
47637,45,53809,0.3612,D,east,true,2023-10-16
47638,36,52921,0.4084,A,west,false,2023-05-02
47639,48,57783,0.5305,B,west,false,2023-12-01
47640,40,83986,0.3325,D,north,false,2023-09-21
47641,48,40379,0.4451,B,west,false,2023-10-17
47642,50,68588,0.3325,B,south,false,2023-05-10
47643,50,87526,0.6566,E,east,false,2023-03-01
47644,40,39559,0.4683,E,south,false,2023-02-04
47645,32,78258,0.3755,E,east,true,2023-02-01
47646,37,66396,0.5066,C,south,false,2023-02-23
47647,32,59209,0.4848,A,north,false,2023-04-03
47648,51,45629,0.4061,C,south,true,2023-09-23
47649,47,27323,0.6178,D,south,false,2023-07-05
47650,36,90365,0.5217,D,north,true,2023-11-20
47651,49,36091,0.3192,B,north,true,2023-07-13
47652,48,70442,0.6010,A,south,true,2023-06-15
47653,47,37546,0.7285,E,south,true,2023-02-03
47654,32,24385,0.6609,E,east,false,2023-09-03
47655,33,76806,0.3773,B,west,true,2023-06-01
47656,51,70015,0.4478,B,south,true,2023-07-04
47657,22,74216,0.4524,D,north,false,2023-12-28
47658,18,52594,0.3398,D,west,true,2023-08-25
47659,39,37123,0.5859,E,east,false,2023-02-12
47660,52,79380,0.5306,A,east,true,2023-11-25
47661,37,61003,0.5139,A,east,true,2023-05-03
47662,35,41902,0.5444,C,north,false,2023-08-21
47663,24,58237,0.3914,E,west,true,2023-10-12
47664,62,56555,0.1158,C,east,false,2023-12-01
47665,59,72190,0.2239,D,east,true,2023-01-17
47666,34,60505,0.5602,D,east,false,2023-10-23
47667,22,38273,0.2032,D,south,true,2023-04-17
47668,42,36774,0.3871,A,north,true,2023-05-16
47669,51,70154,0.8018,A,south,false,2023-01-06
47670,49,46901,0.6628,D,south,true,2023-11-08
47671,35,54520,0.6563,A,south,false,2023-05-17
47672,69,47831,0.5110,B,west,false,2023-11-18
47673,38,108072,0.5221,A,north,false,2023-01-19
47674,61,58456,0.6751,B,west,true,2023-02-18
47675,41,58791,0.3453,B,west,true,2023-06-09
47676,46,38972,0.4728,B,east,true,2023-05-25
47677,25,56280,0.4698,A,north,true,2023-07-02
47678,42,,0.5554,E,west,true,2023-02-14
47679,57,57663,0.4029,E,south,false,2023-05-23
47680,29,43535,0.5026,B,east,false,2023-05-02
47681,30,69590,0.6174,A,north,true,2023-05-17
47682,32,56520,0.5140,D,west,true,2023-03-08
47683,41,39843,0.3527,A,east,false,2023-04-17
47683,53,48912,0.7875,C,west,false,2023-06-25
47685,31,54540,0.5450,A,north,true,2023-09-02
47686,29,63811,0.8059,D,south,false,2023-01-09
47687,38,51345,0.5410,E,south,false,2023-02-19
47688,40,77575,0.2737,E,south,false,2023-12-15
47689,31,67687,0.8927,B,west,true,2023-06-19
47690,43,73599,0.4737,E,south,true,2023-09-02
47691,49,62476,0.7337,C,west,true,2023-12-02
47692,42,57694,0.4318,A,west,false,2023-06-21
47693,42,26795,0.6537,A,west,false,2023-06-25
47694,49,52759,0.6178,B,north,false,2023-03-25
47695,52,56181,0.4632,D,east,true,2023-10-10
47696,35,59362,0.4356,B,south,false,2023-04-13
47697,46,44967,0.3324,E,north,false,2023-08-17
47698,21,65311,0.5418,C,north,true,2023-09-11
47699,37,68893,0.6440,E,west,false,2023-02-20
47700,54,76903,0.5339,B,north,true,2023-10-13
47701,21,63811,0.4535,B,south,true,2023-12-25
47702,45,46862,0.4915,B,west,true,2023-05-13
47703,22,73224,0.1758,C,east,false,2023-10-25
47704,34,43447,0.6778,C,west,true,2023-06-18
47705,24,99328,0.2167,B,north,false,2023-09-07
47706,46,23627,0.6625,B,east,true,2023-09-22
47707,53,65623,0.6577,B,north,false,2023-10-08
47708,47,65608,0.7634,D,south,true,2023-11-04
47709,18,51288,0.6491,D,south,true,2023-01-06
47710,43,57167,0.6693,A,west,true,2023-01-06
47711,55,31183,0.4999,B,south,true,2023-03-25
47712,31,54190,0.4055,A,south,true,2023-03-10
47713,25,24000,0.5206,B,east,false,2023-08-01
47714,62,70994,0.6059,E,west,false,2023-12-02
47715,40,85274,0.6515,E,east,true,2023-04-18
47716,41,98594,0.5108,D,south,true,2023-03-07
47717,49,60056,0.3483,E,west,true,2023-03-11
47718,21,,0.7022,D,east,true,2023-11-09
47719,36,61842,0.4198,E,east,true,2023-03-07
47720,23,27215,0.7881,B,east,false,2023-12-07
47721,50,108199,0.4071,E,north,false,2023-06-19
47722,37,81610,0.2911,D,east,false,2023-12-03
47723,30,59361,0.5418,B,north,false,2023-12-16
47724,58,53944,0.3289,A,north,false,2023-08-02
47725,34,59544,0.6838,B,north,true,2023-04-03
47726,29,48669,0.6239,D,north,false,2023-05-19
47727,37,44304,0.3753,E,north,true,2023-07-15
47728,26,23539,0.5734,E,west,false,2023-02-07
47729,61,60544,0.7048,A,north,true,2023-02-03
47730,28,50514,0.3648,D,south,false,2023-07-15
47731,18,75161,0.4674,D,east,true,2023-11-26
47732,46,57408,0.3299,A,north,false,2023-09-06
47733,42,67699,0.4535,A,east,true,2023-09-24
47734,35,80699,0.2983,E,north,false,2023-09-17
47735,56,66559,0.1625,D,north,true,2023-12-14
47736,42,40736,0.6754,B,west,false,2023-06-03
47737,56,43194,0.5157,C,east,false,2023-09-13
47738,34,55870,0.3870,E,north,true,2023-10-13
47739,53,98129,0.7334,D,west,true,2023-02-11
47740,23,75728,0.2650,D,south,false,2023-11-09
47741,60,91548,0.4125,B,west,false,2023-08-09
47742,36,58948,0.8097,A,east,false,2023-11-06
47743,44,42909,0.7580,C,south,true,2023-05-15
47744,45,46916,0.4422,E,north,true,2023-02-10
47745,24,52703,0.5099,C,east,true,2023-03-12
47746,34,65693,0.2922,A,east,false,2023-12-11
47747,34,,0.6086,A,west,true,2023-12-22
47748,47,45907,0.4991,C,south,true,2023-11-15
47749,44,34694,0.4244,B,north,true,2023-04-22
47750,54,64507,0.5174,D,east,true,2023-06-20
47751,41,62905,0.5283,A,south,false,2023-06-28
47752,22,68848,0.5868,E,west,true,2023-03-20
47753,51,65932,0.3075,A,north,false,2023-11-25
47754,52,63631,0.3574,E,east,true,2023-10-27
47755,35,89174,0.5116,C,east,true,2023-08-26
47756,33,62607,0.6916,C,east,false,2023-07-11
47757,51,97213,0.5756,A,east,true,2023-06-17
47758,53,49705,0.4889,E,south,true,2023-12-21
47759,70,70835,0.3795,E,south,true,2023-01-04
47760,28,43527,0.4168,D,east,false,2023-03-07
47761,47,68523,0.2676,D,north,true,2023-08-25
47762,43,43978,0.6537,C,south,true,2023-08-07
47763,39,39311,0.2592,B,south,true,2023-08-15
47764,18,38923,0.6815,B,north,false,2023-09-17
47765,37,71724,0.4210,C,east,false,2023-12-17
47766,45,61527,0.6041,B,south,false,2023-06-08
47767,28,68354,0.1997,C,north,true,2023-04-06
47768,62,64971,0.5318,C,south,true,2023-11-28
47769,33,78817,0.4946,D,north,true,2023-07-23
47770,43,,0.8063,E,north,true,2023-02-24
47771,37,97061,0.5152,B,east,false,2023-05-15
47772,26,40244,0.4244,A,west,true,2023-10-11
47773,29,70069,0.4881,C,east,true,2023-08-17
47774,54,35516,0.4552,C,east,false,2023-08-07
47775,52,83095,0.5942,E,west,false,2023-05-08
47776,59,43206,0.3663,B,east,false,2023-10-22
47777,37,61121,0.6038,A,north,false,2023-10-14
47778,43,66309,0.4114,C,south,true,2023-07-16
47779,74,55427,0.4252,A,west,true,2023-05-05
47780,20,24217,0.3368,E,north,false,2023-02-06
47781,23,50700,0.5095,A,west,false,2023-12-09
47782,51,56123,0.5418,D,west,true,2023-11-01
47783,40,29602,0.6712,E,north,true,2023-08-12
47784,24,67119,0.7510,B,south,true,2023-10-15
47785,23,48394,0.5113,B,west,false,2023-07-28
47786,43,55634,0.5519,D,east,true,2023-11-07
47787,33,51610,0.6202,E,south,false,2023-11-25
47788,18,70700,0.3974,D,west,true,2023-07-11
47789,27,54239,0.5066,C,south,true,2023-03-21
47790,33,,0.0952,E,south,true,2023-11-27
47791,41,49862,0.4424,E,west,true,2023-03-24
47792,52,46852,0.4115,E,south,false,2023-02-26
47793,44,50092,0.5528,B,south,true,2023-02-01
47794,18,58736,0.6115,D,west,true,2023-09-02
47795,40,67678,0.5802,D,east,false,2023-01-25
47796,50,2183,0.5002,C,south,true,2023-02-23
47797,65,73110,0.3340,C,east,false,2023-07-24
47798,37,78474,0.4658,A,south,false,2023-02-28
47799,18,81592,0.4366,B,west,true,2023-06-15
47800,44,53234,0.4285,C,west,false,2023-05-25
47801,40,64986,0.6909,A,north,true,2023-09-21
47802,25,67704,0.3994,A,west,true,2023-12-19
47803,25,,0.7455,D,east,true,2023-05-21
47804,19,85858,0.5169,D,west,true,2023-01-09
47805,36,63083,0.6225,D,west,true,2023-10-25
47806,41,75196,0.4756,C,north,false,2023-07-05
47807,54,33936,0.3989,C,east,false,2023-01-10
47808,45,57641,0.5324,B,east,false,2023-12-14
47809,29,49563,0.1115,B,east,false,2023-06-25
47810,37,41273,0.4786,E,north,false,2023-03-02
47811,25,31856,0.4055,B,west,true,2023-10-01
47812,48,74539,0.5928,B,north,false,2023-06-22
47813,35,71190,0.7420,D,north,false,2023-03-27
47814,32,,0.5841,D,north,true,2023-03-21
47815,45,,0.4363,D,north,false,2023-01-24
47816,57,52928,0.3670,E,west,true,2023-11-21
47817,22,63172,0.4772,C,south,false,2023-08-13
47818,18,59735,0.6279,E,west,true,2023-12-18
47819,29,65866,0.4175,D,east,true,2023-06-22
47820,41,71171,0.2898,D,east,true,2023-02-12
47821,46,80653,0.6599,C,west,true,2023-05-18
47822,28,109361,0.6698,B,north,false,2023-05-10
47823,30,38074,0.4960,D,west,false,2023-06-01
47824,25,97315,0.2590,B,south,false,2023-06-03
47825,54,50538,0.5400,A,west,true,2023-07-23
47826,35,44280,0.4431,D,south,true,2023-05-11
47827,42,62861,0.4629,D,east,false,2023-06-01
47828,36,50270,0.2750,E,south,true,2023-06-07
47829,50,38381,0.1780,C,west,true,2023-07-03
47830,42,64058,0.2770,B,south,true,2023-04-01
47831,43,43544,0.2259,B,east,true,2023-11-13
47832,52,26461,0.3652,E,north,true,2023-10-12
47833,36,69314,0.3616,A,north,false,2023-05-11
47834,51,53355,0.7863,A,west,false,2023-10-17
47835,30,51396,0.4033,E,west,false,2023-10-27
47836,36,70628,0.4903,C,south,true,2023-05-17
47837,36,42501,0.3296,C,west,true,2023-04-28
47838,37,50648,0.8521,A,east,true,2023-06-16
47839,55,74693,0.4603,A,south,false,2023-04-12
47840,35,57053,0.5778,B,south,false,2023-10-26
47841,32,59780,0.5017,A,north,false,2023-01-09
47842,46,59732,0.5316,E,west,false,2023-11-12
47843,49,45564,0.4730,A,west,true,2023-04-05
47844,37,54093,0.3575,B,south,false,2023-10-24
47845,22,78643,0.5648,C,east,true,2023-11-02
47846,52,50951,0.3677,C,north,false,2023-05-14
47847,51,61794,0.5965,A,east,true,2023-09-28
47848,50,42670,0.4669,B,south,false,2023-08-10
47849,42,28467,0.4159,C,west,false,2023-07-12
47850,47,62872,0.5221,A,west,true,2023-11-11
47851,40,60353,0.4250,E,south,false,2023-08-25
47852,42,83567,0.6865,C,south,false,2023-08-25
47853,30,66585,0.4225,B,south,true,2023-12-01
47854,27,59073,0.5094,E,north,true,2023-08-14
47855,44,25638,0.3033,E,east,true,2023-09-20
47856,23,62913,0.2612,A,north,true,2023-07-05
47857,40,65494,0.5056,A,north,true,2023-12-22
47858,46,45421,0.7684,E,north,true,2023-10-23
47859,31,42042,0.6726,E,east,true,2023-03-18
47860,41,51140,0.7387,D,east,false,2023-08-16
47861,47,54002,0.5665,B,east,false,2023-02-07
47862,54,52617,0.3408,E,north,false,2023-04-11
47863,45,48589,0.4333,A,south,true,2023-08-09
47864,43,107231,0.3831,A,east,false,2023-12-21
47865,25,96131,0.6072,D,south,true,2023-08-10
47866,41,65238,0.3632,D,west,false,2023-03-19
47867,50,77083,0.4110,E,west,false,2023-01-28
47868,44,74224,0.5615,D,north,true,2023-05-17
47869,22,48273,0.4568,A,south,false,2023-04-09
47870,46,41754,0.4715,E,east,false,2023-08-15
47870,27,59050,0.2817,A,south,false,2023-07-10
47872,18,86628,0.5759,A,east,false,2023-03-14
47873,22,41183,0.3269,D,east,true,2023-08-24
47874,33,78783,0.2585,A,west,false,2023-03-04
47875,37,47436,0.3169,A,south,false,2023-10-06
47876,64,98374,0.5103,E,north,false,2023-05-26
47877,47,75886,0.5095,A,south,false,2023-10-26
47878,25,47829,0.4105,A,north,true,2023-06-22
